0,1,Sunday   ,16.37,3 Bor,1 Fine,1 Road-Dry
30,1,Saturday ,21.55,3 Bor,1 Fine,1 Road-Dry
33,1,Sunday   ,16.4,3 Bor,1 Fine,1 Road-Dry
67,1,Sunday   ,16.4,3 Bor,1 Fine,1 Road-Dry
21,1,Friday   ,7.25,3 Bor,1 Fine,1 Road-Dry
0,1,Friday   ,7.25,3 Bor,1 Fine,1 Road-Dry
19,1,Wednesday,19.5,1 TLRN,1 Fine,1 Road-Dry
33,1,Wednesday,19.5,1 TLRN,1 Fine,1 Road-Dry
46,2,Friday   ,8.32,3 Bor,1 Fine,1 Road-Dry
50,2,Friday   ,8.32,3 Bor,1 Fine,1 Road-Dry
39,1,Monday   ,13.2,3 Bor,1 Fine,1 Road-Dry
0,1,Monday   ,13.2,3 Bor,1 Fine,1 Road-Dry
29,1,Tuesday  ,0.01,3 Bor,1 Fine,1 Road-Dry
35,1,Sunday   ,14.48,3 Bor,1 Fine,1 Road-Dry
42,1,Sunday   ,14.48,3 Bor,1 Fine,1 Road-Dry
39,1,Monday   ,7.15,3 Bor,2 Raining,2 Road-Wet
33,1,Tuesday  ,17.5,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,17.5,3 Bor,1 Fine,1 Road-Dry
37,1,Friday   ,18.1,3 Bor,1 Fine,1 Road-Dry
0,1,Friday   ,18.1,3 Bor,1 Fine,1 Road-Dry
33,1,Friday   ,8.45,3 Bor,1 Fine,1 Road-Dry
31,1,Friday   ,8.45,3 Bor,1 Fine,1 Road-Dry
63,1,Wednesday,9.1,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,9.1,3 Bor,1 Fine,1 Road-Dry
28,2,Wednesday,14.2,3 Bor,1 Fine,1 Road-Dry
28,1,Friday   ,23.03,3 Bor,1 Fine,1 Road-Dry
38,1,Monday   ,5.45,3 Bor,1 Fine,1 Road-Dry
56,1,Monday   ,5.45,3 Bor,1 Fine,1 Road-Dry
47,1,Tuesday  ,18,3 Bor,3 Snowing,2 Road-Wet
24,1,Wednesday,1.08,3 Bor,2 Raining,2 Road-Wet
22,2,Tuesday  ,4.12,3 Bor,1 Fine,1 Road-Dry
27,1,Tuesday  ,8.29,3 Bor,1 Fine,1 Road-Dry
36,1,Saturday ,20.35,3 Bor,1 Fine,1 Road-Dry
44,1,Monday   ,14.18,3 Bor,1 Fine,1 Road-Dry
38,1,Wednesday,13.1,3 Bor,1 Fine,1 Road-Dry
20,1,Wednesday,13.1,3 Bor,1 Fine,1 Road-Dry
41,1,Sunday   ,18.3,3 Bor,1 Fine,1 Road-Dry
20,1,Sunday   ,18.3,3 Bor,1 Fine,1 Road-Dry
0,1,Thursday ,18.55,1 TLRN,8 Other,2 Road-Wet
49,1,Saturday ,18,3 Bor,1 Fine,1 Road-Dry
36,1,Saturday ,18,3 Bor,1 Fine,1 Road-Dry
30,1,Thursday ,23.52,1 TLRN,8 Other,2 Road-Wet
40,1,Wednesday,21.45,3 Bor,1 Fine,2 Road-Wet
24,1,Wednesday,21.45,3 Bor,1 Fine,2 Road-Wet
51,1,Tuesday  ,11.11,3 Bor,1 Fine,2 Road-Wet
37,1,Friday   ,21.5,3 Bor,1 Fine,2 Road-Wet
0,1,Friday   ,21.5,3 Bor,1 Fine,2 Road-Wet
32,1,Sunday   ,10.04,3 Bor,1 Fine,1 Road-Dry
41,1,Saturday ,12,3 Bor,1 Fine,2 Road-Wet
34,1,Saturday ,12,3 Bor,1 Fine,2 Road-Wet
38,1,Monday   ,19.41,1 TLRN,3 Snowing,2 Road-Wet
0,1,Monday   ,19.41,1 TLRN,3 Snowing,2 Road-Wet
48,1,Wednesday,9.3,1 TLRN,8 Other,2 Road-Wet
26,1,Friday   ,20.4,3 Bor,2 Raining,2 Road-Wet
24,1,Wednesday,11.5,3 Bor,1 Fine,1 Road-Dry
30,1,Wednesday,11.5,3 Bor,1 Fine,1 Road-Dry
30,1,Saturday ,16.1,3 Bor,2 Raining,2 Road-Wet
53,1,Saturday ,16.1,3 Bor,2 Raining,2 Road-Wet
41,1,Monday   ,6.24,1 TLRN,1 Fine,1 Road-Dry
55,1,Monday   ,6.24,1 TLRN,1 Fine,1 Road-Dry
35,1,Wednesday,10.55,3 Bor,1 Fine,2 Road-Wet
28,1,Wednesday,10.55,3 Bor,1 Fine,2 Road-Wet
34,1,Friday   ,8.5,1 TLRN,1 Fine,1 Road-Dry
0,1,Friday   ,8.5,1 TLRN,1 Fine,1 Road-Dry
29,1,Friday   ,9.55,1 TLRN,1 Fine,1 Road-Dry
66,1,Friday   ,8.37,1 TLRN,1 Fine,1 Road-Dry
34,1,Friday   ,8.37,1 TLRN,1 Fine,1 Road-Dry
31,1,Friday   ,17.1,1 TLRN,4 Fine/High Winds,2 Road-Wet
36,1,Friday   ,17.1,1 TLRN,4 Fine/High Winds,2 Road-Wet
38,1,Saturday ,2.5,1 TLRN,1 Fine,1 Road-Dry
19,1,Saturday ,2.5,1 TLRN,1 Fine,1 Road-Dry
0,1,Saturday ,2.5,1 TLRN,1 Fine,1 Road-Dry
57,1,Monday   ,9.56,3 Bor,1 Fine,1 Road-Dry
0,1,Sunday   ,3.55,3 Bor,1 Fine,1 Road-Dry
57,1,Sunday   ,10.45,3 Bor,1 Fine,1 Road-Dry
27,1,Sunday   ,10.45,3 Bor,1 Fine,1 Road-Dry
0,1,Monday   ,21.5,3 Bor,1 Fine,1 Road-Dry
36,1,Tuesday  ,8.53,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,8.53,3 Bor,1 Fine,1 Road-Dry
24,1,Tuesday  ,17.29,3 Bor,2 Raining,2 Road-Wet
32,1,Tuesday  ,17.29,3 Bor,2 Raining,2 Road-Wet
31,1,Wednesday,20.58,3 Bor,1 Fine,1 Road-Dry
30,1,Wednesday,20.58,3 Bor,1 Fine,1 Road-Dry
26,1,Wednesday,12.04,3 Bor,1 Fine,1 Road-Dry
41,1,Wednesday,12.04,3 Bor,1 Fine,1 Road-Dry
51,1,Wednesday,16.1,3 Bor,1 Fine,1 Road-Dry
47,1,Thursday ,9.07,1 TLRN,1 Fine,2 Road-Wet
39,1,Thursday ,14.1,3 Bor,1 Fine,1 Road-Dry
49,1,Thursday ,8,3 Bor,1 Fine,1 Road-Dry
0,1,Thursday ,8,3 Bor,1 Fine,1 Road-Dry
41,1,Thursday ,19.27,3 Bor,1 Fine,1 Road-Dry
0,1,Thursday ,19.27,3 Bor,1 Fine,1 Road-Dry
61,1,Saturday ,11.55,1 TLRN,1 Fine,1 Road-Dry
42,1,Saturday ,11.55,1 TLRN,1 Fine,1 Road-Dry
40,3,Thursday ,14.42,1 TLRN,1 Fine,1 Road-Dry
47,3,Thursday ,14.42,1 TLRN,1 Fine,1 Road-Dry
32,3,Thursday ,14.42,1 TLRN,1 Fine,1 Road-Dry
37,3,Thursday ,14.42,1 TLRN,1 Fine,1 Road-Dry
27,1,Tuesday  ,21.05,1 TLRN,1 Fine,1 Road-Dry
35,1,Wednesday,16.19,1 TLRN,2 Raining,2 Road-Wet
24,1,Wednesday,12.15,3 Bor,1 Fine,1 Road-Dry
22,1,Wednesday,12.15,3 Bor,1 Fine,1 Road-Dry
51,1,Monday   ,18.3,3 Bor,1 Fine,1 Road-Dry
0,1,Monday   ,18.3,3 Bor,1 Fine,1 Road-Dry
24,1,Thursday ,8.03,3 Bor,2 Raining,2 Road-Wet
52,1,Thursday ,8.03,3 Bor,2 Raining,2 Road-Wet
23,1,Monday   ,18.4,3 Bor,1 Fine,2 Road-Wet
15,1,Monday   ,18.4,3 Bor,1 Fine,2 Road-Wet
25,1,Monday   ,16.1,1 TLRN,2 Raining,2 Road-Wet
46,1,Monday   ,16.1,1 TLRN,2 Raining,2 Road-Wet
35,1,Monday   ,10.4,3 Bor,1 Fine,2 Road-Wet
0,1,Monday   ,10.4,3 Bor,1 Fine,2 Road-Wet
36,1,Tuesday  ,14.28,3 Bor,1 Fine,1 Road-Dry
34,1,Tuesday  ,14.28,3 Bor,1 Fine,1 Road-Dry
28,1,Monday   ,16,1 TLRN,2 Raining,2 Road-Wet
44,1,Monday   ,16,1 TLRN,2 Raining,2 Road-Wet
26,3,Saturday ,5.35,1 TLRN,2 Raining,2 Road-Wet
0,1,Sunday   ,15.3,1 TLRN,1 Fine,1 Road-Dry
48,1,Sunday   ,15.3,1 TLRN,1 Fine,1 Road-Dry
29,1,Sunday   ,15.3,1 TLRN,1 Fine,1 Road-Dry
28,1,Sunday   ,15.3,1 TLRN,1 Fine,1 Road-Dry
0,1,Wednesday,8.23,3 Bor,1 Fine,1 Road-Dry
63,1,Friday   ,13.58,3 Bor,1 Fine,1 Road-Dry
0,1,Friday   ,9.55,1 TLRN,1 Fine,1 Road-Dry
0,1,Friday   ,9.55,1 TLRN,1 Fine,1 Road-Dry
28,1,Friday   ,16.15,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,10.55,3 Bor,1 Fine,1 Road-Dry
32,1,Friday   ,9.1,1 TLRN,1 Fine,1 Road-Dry
37,1,Friday   ,9.1,1 TLRN,1 Fine,1 Road-Dry
54,1,Thursday ,10.15,3 Bor,2 Raining,2 Road-Wet
26,1,Thursday ,10.15,3 Bor,2 Raining,2 Road-Wet
20,1,Monday   ,21.15,3 Bor,1 Fine,2 Road-Wet
30,1,Monday   ,21.15,3 Bor,1 Fine,2 Road-Wet
30,1,Tuesday  ,20.2,1 TLRN,1 Fine,1 Road-Dry
0,1,Tuesday  ,18,3 Bor,1 Fine,1 Road-Dry
35,1,Saturday ,13.4,3 Bor,1 Fine,1 Road-Dry
35,1,Saturday ,16.28,3 Bor,1 Fine,1 Road-Dry
17,1,Saturday ,16.28,3 Bor,1 Fine,1 Road-Dry
44,2,Tuesday  ,18.21,3 Bor,1 Fine,1 Road-Dry
42,2,Tuesday  ,18.21,3 Bor,1 Fine,1 Road-Dry
70,1,Sunday   ,11.27,3 Bor,1 Fine,1 Road-Dry
54,1,Sunday   ,11.27,3 Bor,1 Fine,1 Road-Dry
44,1,Saturday ,3.3,1 TLRN,1 Fine,1 Road-Dry
40,1,Saturday ,3.3,1 TLRN,1 Fine,1 Road-Dry
0,1,Saturday ,3.3,1 TLRN,1 Fine,1 Road-Dry
35,1,Tuesday  ,21.53,3 Bor,2 Raining,2 Road-Wet
0,1,Tuesday  ,21.53,3 Bor,2 Raining,2 Road-Wet
37,1,Monday   ,18.1,3 Bor,1 Fine,1 Road-Dry
25,1,Wednesday,19.5,3 Bor,2 Raining,2 Road-Wet
31,1,Wednesday,15.15,3 Bor,1 Fine,1 Road-Dry
38,1,Thursday ,12.02,3 Bor,1 Fine,1 Road-Dry
27,1,Tuesday  ,8.3,3 Bor,1 Fine,2 Road-Wet
19,1,Tuesday  ,8.3,3 Bor,1 Fine,2 Road-Wet
0,1,Tuesday  ,8.45,3 Bor,1 Fine,1 Road-Dry
34,1,Tuesday  ,8.45,3 Bor,1 Fine,1 Road-Dry
46,1,Tuesday  ,11.2,3 Bor,1 Fine,1 Road-Dry
32,1,Tuesday  ,11.2,3 Bor,1 Fine,1 Road-Dry
54,1,Monday   ,22.3,1 TLRN,1 Fine,1 Road-Dry
24,1,Monday   ,22.3,1 TLRN,1 Fine,1 Road-Dry
0,1,Monday   ,22.3,1 TLRN,1 Fine,1 Road-Dry
44,1,Saturday ,11.45,3 Bor,1 Fine,1 Road-Dry
0,1,Saturday ,11.45,3 Bor,1 Fine,1 Road-Dry
31,1,Friday   ,11.01,3 Bor,2 Raining,2 Road-Wet
0,1,Friday   ,11.01,3 Bor,2 Raining,2 Road-Wet
37,1,Tuesday  ,10.15,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,10.15,3 Bor,1 Fine,1 Road-Dry
51,1,Wednesday,23.05,1 TLRN,1 Fine,1 Road-Dry
0,1,Wednesday,23.05,1 TLRN,1 Fine,1 Road-Dry
61,1,Saturday ,2.44,3 Bor,1 Fine,2 Road-Wet
26,1,Thursday ,8.25,1 TLRN,1 Fine,2 Road-Wet
48,1,Saturday ,20.35,3 Bor,2 Raining,2 Road-Wet
17,1,Saturday ,20.35,3 Bor,2 Raining,2 Road-Wet
27,1,Thursday ,20.05,3 Bor,2 Raining,2 Road-Wet
25,1,Thursday ,20.05,3 Bor,2 Raining,2 Road-Wet
55,1,Thursday ,2.37,3 Bor,2 Raining,2 Road-Wet
62,1,Thursday ,2.37,3 Bor,2 Raining,2 Road-Wet
61,1,Friday   ,17.01,3 Bor,2 Raining,2 Road-Wet
25,1,Friday   ,17.01,3 Bor,2 Raining,2 Road-Wet
57,1,Saturday ,22.14,1 TLRN,1 Fine,1 Road-Dry
34,1,Saturday ,22.14,1 TLRN,1 Fine,1 Road-Dry
50,1,Sunday   ,2.1,3 Bor,1 Fine,1 Road-Dry
50,1,Sunday   ,2.1,3 Bor,1 Fine,1 Road-Dry
24,1,Monday   ,15,1 TLRN,1 Fine,1 Road-Dry
0,1,Monday   ,15,1 TLRN,1 Fine,1 Road-Dry
39,1,Friday   ,0.45,3 Bor,1 Fine,2 Road-Wet
32,1,Friday   ,2.35,3 Bor,1 Fine,1 Road-Dry
39,1,Friday   ,2.35,3 Bor,1 Fine,1 Road-Dry
84,1,Tuesday  ,21.42,3 Bor,1 Fine,1 Road-Dry
30,1,Friday   ,17.36,3 Bor,1 Fine,1 Road-Dry
33,1,Friday   ,17.36,3 Bor,1 Fine,1 Road-Dry
17,1,Tuesday  ,15.35,3 Bor,1 Fine,2 Road-Wet
0,1,Tuesday  ,15.35,3 Bor,1 Fine,2 Road-Wet
64,1,Tuesday  ,9.15,3 Bor,1 Fine,2 Road-Wet
0,1,Tuesday  ,9.15,3 Bor,1 Fine,2 Road-Wet
32,1,Saturday ,15.3,3 Bor,1 Fine,1 Road-Dry
47,1,Saturday ,15.3,3 Bor,1 Fine,1 Road-Dry
35,1,Saturday ,15.3,3 Bor,1 Fine,1 Road-Dry
32,1,Monday   ,19.45,1 TLRN,1 Fine,1 Road-Dry
0,1,Monday   ,19.45,1 TLRN,1 Fine,1 Road-Dry
44,1,Monday   ,8.39,1 TLRN,1 Fine,1 Road-Dry
29,1,Monday   ,8.39,1 TLRN,1 Fine,1 Road-Dry
40,3,Sunday   ,14.26,3 Bor,1 Fine,1 Road-Dry
0,3,Sunday   ,14.26,3 Bor,1 Fine,1 Road-Dry
34,1,Friday   ,10.05,1 TLRN,1 Fine,1 Road-Dry
40,1,Tuesday  ,14.5,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,14.5,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,14.5,3 Bor,1 Fine,1 Road-Dry
44,1,Monday   ,11.1,1 TLRN,1 Fine,1 Road-Dry
36,1,Monday   ,11.1,1 TLRN,1 Fine,1 Road-Dry
0,1,Wednesday,8.5,3 Bor,8 Other,2 Road-Wet
0,1,Sunday   ,14.09,3 Bor,1 Fine,1 Road-Dry
32,1,Sunday   ,14.09,3 Bor,1 Fine,1 Road-Dry
0,1,Sunday   ,14.09,3 Bor,1 Fine,1 Road-Dry
30,1,Saturday ,13.45,3 Bor,1 Fine,1 Road-Dry
26,1,Saturday ,13.45,3 Bor,1 Fine,1 Road-Dry
0,1,Thursday ,8.5,3 Bor,9 Unknown,1 Road-Dry
40,1,Tuesday  ,20,3 Bor,1 Fine,1 Road-Dry
50,1,Wednesday,9.05,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,9.05,3 Bor,1 Fine,1 Road-Dry
27,1,Tuesday  ,12.2,3 Bor,1 Fine,1 Road-Dry
29,1,Monday   ,13.34,3 Bor,1 Fine,1 Road-Dry
49,1,Tuesday  ,13.35,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,20.45,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,16,3 Bor,1 Fine,1 Road-Dry
38,1,Tuesday  ,16,3 Bor,1 Fine,1 Road-Dry
25,1,Wednesday,23.41,3 Bor,1 Fine,1 Road-Dry
33,1,Wednesday,23.41,3 Bor,1 Fine,1 Road-Dry
47,1,Monday   ,13.4,3 Bor,3 Snowing,2 Road-Wet
32,1,Monday   ,13.4,3 Bor,3 Snowing,2 Road-Wet
0,2,Wednesday,11.06,3 Bor,1 Fine,1 Road-Dry
31,2,Wednesday,11.06,3 Bor,1 Fine,1 Road-Dry
26,2,Wednesday,11.06,3 Bor,1 Fine,1 Road-Dry
26,1,Tuesday  ,9.2,3 Bor,1 Fine,1 Road-Dry
0,1,Tuesday  ,9.2,3 Bor,1 Fine,1 Road-Dry
25,1,Tuesday  ,18.24,3 Bor,2 Raining,2 Road-Wet
27,1,Tuesday  ,18.24,3 Bor,2 Raining,2 Road-Wet
0,1,Saturday ,15,3 Bor,1 Fine,1 Road-Dry
30,1,Monday   ,13,3 Bor,1 Fine,1 Road-Dry
0,1,Monday   ,13,3 Bor,1 Fine,1 Road-Dry
36,1,Wednesday,19.3,1 TLRN,1 Fine,1 Road-Dry
0,1,Wednesday,19.3,1 TLRN,1 Fine,1 Road-Dry
43,1,Thursday ,13.45,3 Bor,1 Fine,1 Road-Dry
58,1,Thursday ,14.41,3 Bor,2 Raining,2 Road-Wet
53,1,Tuesday  ,21.46,3 Bor,1 Fine,1 Road-Dry
24,1,Tuesday  ,21.46,3 Bor,1 Fine,1 Road-Dry
53,1,Wednesday,14.08,3 Bor,1 Fine,1 Road-Dry
73,1,Sunday   ,2.3,1 TLRN,1 Fine,2 Road-Wet
0,1,Sunday   ,2.3,1 TLRN,1 Fine,2 Road-Wet
47,1,Thursday ,21.3,3 Bor,1 Fine,1 Road-Dry
27,1,Thursday ,21.3,3 Bor,1 Fine,1 Road-Dry
18,1,Wednesday,16.3,3 Bor,2 Raining,2 Road-Wet
59,1,Wednesday,16.3,3 Bor,2 Raining,2 Road-Wet
29,1,Tuesday  ,20.1,3 Bor,2 Raining,2 Road-Wet
47,1,Tuesday  ,20.1,3 Bor,2 Raining,2 Road-Wet
41,2,Friday   ,5.21,1 TLRN,1 Fine,1 Road-Dry
20,2,Friday   ,5.21,1 TLRN,1 Fine,1 Road-Dry
47,1,Wednesday,21,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,21,3 Bor,1 Fine,1 Road-Dry
33,1,Sunday   ,16.06,3 Bor,1 Fine,1 Road-Dry
27,1,Sunday   ,16.06,3 Bor,1 Fine,1 Road-Dry
41,1,Tuesday  ,17.45,3 Bor,1 Fine,1 Road-Dry
35,1,Tuesday  ,17.45,3 Bor,1 Fine,1 Road-Dry
0,1,Monday   ,12.4,3 Bor,1 Fine,1 Road-Dry
56,1,Friday   ,10.3,1 TLRN,2 Raining,2 Road-Wet
36,1,Monday   ,22,3 Bor,1 Fine,1 Road-Dry
45,1,Saturday ,21.3,1 TLRN,1 Fine,1 Road-Dry
0,1,Saturday ,21.3,1 TLRN,1 Fine,1 Road-Dry
58,1,Tuesday  ,11,3 Bor,1 Fine,1 Road-Dry
59,3,Wednesday,8.15,3 Bor,1 Fine,1 Road-Dry
28,3,Wednesday,8.15,3 Bor,1 Fine,1 Road-Dry
46,1,Wednesday,19.45,1 TLRN,2 Raining,2 Road-Wet
34,1,Wednesday,19.45,1 TLRN,2 Raining,2 Road-Wet
28,1,Wednesday,21.07,1 TLRN,3 Snowing,2 Road-Wet
29,2,Saturday ,16.15,3 Bor,2 Raining,2 Road-Wet
54,2,Saturday ,16.15,3 Bor,2 Raining,2 Road-Wet
56,1,Tuesday  ,18.3,3 Bor,2 Raining,2 Road-Wet
42,1,Tuesday  ,18.3,3 Bor,2 Raining,2 Road-Wet
33,1,Tuesday  ,13.34,3 Bor,1 Fine,1 Road-Dry
24,1,Tuesday  ,13.34,3 Bor,1 Fine,1 Road-Dry
28,1,Wednesday,13.27,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,13.27,3 Bor,1 Fine,1 Road-Dry
49,1,Thursday ,11.25,3 Bor,2 Raining,2 Road-Wet
31,1,Thursday ,11.25,3 Bor,2 Raining,2 Road-Wet
17,1,Thursday ,11.25,3 Bor,2 Raining,2 Road-Wet
36,1,Saturday ,18.15,1 TLRN,1 Fine,1 Road-Dry
44,1,Monday   ,8.3,3 Bor,5 Raining/High Winds,2 Road-Wet
18,1,Tuesday  ,13.57,1 TLRN,1 Fine,1 Road-Dry
0,1,Tuesday  ,13.57,1 TLRN,1 Fine,1 Road-Dry
26,1,Wednesday,8.4,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,8.4,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,8.4,3 Bor,1 Fine,1 Road-Dry
38,1,Wednesday,14.57,3 Bor,1 Fine,1 Road-Dry
17,1,Friday   ,13.5,1 TLRN,1 Fine,1 Road-Dry
26,1,Wednesday,8,3 Bor,1 Fine,1 Road-Dry
32,1,Wednesday,8,3 Bor,1 Fine,1 Road-Dry
42,1,Sunday   ,5.09,3 Bor,1 Fine,1 Road-Dry
22,1,Sunday   ,5.09,3 Bor,1 Fine,1 Road-Dry
42,1,Monday   ,12.25,3 Bor,1 Fine,1 Road-Dry
29,1,Monday   ,12.25,3 Bor,1 Fine,1 Road-Dry
62,1,Monday   ,12.25,3 Bor,1 Fine,1 Road-Dry
23,1,Tuesday  ,16.04,3 Bor,1 Fine,1 Road-Dry
49,1,Tuesday  ,16.04,3 Bor,1 Fine,1 Road-Dry
40,1,Monday   ,15.2,3 Bor,1 Fine,1 Road-Dry
41,1,Monday   ,20.11,3 Bor,1 Fine,1 Road-Dry
64,1,Wednesday,15.4,3 Bor,1 Fine,1 Road-Dry
43,1,Wednesday,15.4,3 Bor,1 Fine,1 Road-Dry
47,1,Monday   ,20.15,3 Bor,2 Raining,2 Road-Wet
0,1,Monday   ,20.15,3 Bor,2 Raining,2 Road-Wet
0,1,Thursday ,8.5,3 Bor,1 Fine,1 Road-Dry
26,1,Tuesday  ,22.16,3 Bor,2 Raining,2 Road-Wet
73,1,Tuesday  ,22.16,3 Bor,2 Raining,2 Road-Wet
42,1,Thursday ,1.14,3 Bor,1 Fine,1 Road-Dry
25,1,Wednesday,12.52,3 Bor,1 Fine,1 Road-Dry
50,1,Friday   ,15.5,3 Bor,1 Fine,1 Road-Dry
26,2,Wednesday,17.41,3 Bor,1 Fine,1 Road-Dry
25,2,Wednesday,17.41,3 Bor,1 Fine,1 Road-Dry
36,1,Monday   ,14.2,1 TLRN,1 Fine,1 Road-Dry
0,1,Monday   ,14.2,1 TLRN,1 Fine,1 Road-Dry
41,1,Saturday ,9.13,3 Bor,1 Fine,1 Road-Dry
49,1,Saturday ,9.13,3 Bor,1 Fine,1 Road-Dry
32,1,Wednesday,15.39,3 Bor,1 Fine,1 Road-Dry
35,1,Wednesday,15.39,3 Bor,1 Fine,1 Road-Dry
39,1,Tuesday  ,16.35,1 TLRN,1 Fine,2 Road-Wet
0,1,Tuesday  ,16.35,1 TLRN,1 Fine,2 Road-Wet
34,1,Thursday ,10,3 Bor,1 Fine,1 Road-Dry
33,1,Thursday ,10,3 Bor,1 Fine,1 Road-Dry
0,4,Wednesday,11.36,1 TLRN,1 Fine,1 Road-Dry
29,4,Wednesday,11.36,1 TLRN,1 Fine,1 Road-Dry
0,1,Friday   ,1.25,1 TLRN,1 Fine,1 Road-Dry
32,1,Friday   ,8.45,3 Bor,1 Fine,1 Road-Dry
35,1,Friday   ,8.45,3 Bor,1 Fine,1 Road-Dry
61,1,Thursday ,15.47,1 TLRN,2 Raining,2 Road-Wet
19,1,Sunday   ,18.47,3 Bor,1 Fine,1 Road-Dry
0,1,Sunday   ,18.47,3 Bor,1 Fine,1 Road-Dry
40,1,Sunday   ,22.12,3 Bor,1 Fine,1 Road-Dry
42,1,Saturday ,13.4,1 TLRN,1 Fine,1 Road-Dry
26,1,Saturday ,13.4,1 TLRN,1 Fine,1 Road-Dry
25,1,Wednesday,14.35,3 Bor,2 Raining,2 Road-Wet
34,1,Wednesday,14.35,3 Bor,2 Raining,2 Road-Wet
33,1,Wednesday,21.4,1 TLRN,1 Fine,1 Road-Dry
38,1,Wednesday,21.4,1 TLRN,1 Fine,1 Road-Dry
24,1,Thursday ,21.01,3 Bor,8 Other,2 Road-Wet
30,1,Thursday ,21.01,3 Bor,8 Other,2 Road-Wet
25,1,Wednesday,18.4,3 Bor,1 Fine,1 Road-Dry
0,1,Wednesday,18.4,3 Bor,1 Fine,1 Road-Dry
35,2,Thursday ,18.3,1 TLRN,1 Fine,1 Road-Dry
53,2,Thursday ,18.3,1 TLRN,1 Fine,1 Road-Dry
0,1,Wednesday,9,1 TLRN,1 Fine,1 Road-Dry
52,1,Tuesday  ,22.3,3 Bor,1 Fine,1 Road-Dry
25,1,Tuesday  ,17,3 Bor,1 Fine,1 Road-Dry
57,1,Tuesday  ,17,3 Bor,1 Fine,1 Road-Dry
27,1,Wednesday,18.4,3 Bor,1 Fine,1 Road-Dry
21,1,Wednesday,18.4,3 Bor,1 Fine,1 Road-Dry
